,material ids,formula,composition,structure,band gaps,theoretical,stable,density,vpa,packing fraction,structural complexity per atom,structural complexity per cell,max packing efficiency
10,mp-11209,AlAs,Al2 As2,"Full Formula (Al2 As2)
Reduced Formula: AlAs
abc   :   3.784901   3.784901   5.995501
angles:  90.000000  90.000000 119.999981
pbc   :       True       True       True
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Al    0         0         0            0
  1  Al    0         0         0.5          0
  2  As    0.333333  0.666667  0.25        -0
  3  As    0.666667  0.333333  0.75        -0",0.0,False,False,4.549895623815901,18.595387306109025,0.3912759904346626,1.0,4.0,0.5239185036826904
11,mp-2172,AlAs,Al1 As1,"Full Formula (Al1 As1)
Reduced Formula: AlAs
abc   :   4.013398   4.013398   4.013397
angles:  59.999996  59.999998  59.999997
pbc   :       True       True       True
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Al    0     0     0           -0
  1  As    0.25  0.25  0.25         0",1.5036999999999998,False,True,3.701817725841658,22.855547623699017,0.3183440933250498,1.0,2.0,0.34008725867791234
12,mp-8881,AlAs,Al2 As2,"Full Formula (Al2 As2)
Reduced Formula: AlAs
abc   :   4.002394   4.002394   6.577805
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Al    0.333333  0.666667  0.000683         0
  1  Al    0.666667  0.333333  0.500683         0
  2  As    0.333333  0.666667  0.375317        -0
  3  As    0.666667  0.333333  0.875317        -0",1.6869999999999998,True,False,3.7086456053404624,22.813468940087652,0.3189312684020954,1.0,4.0,0.33897888061868237
13,mp-988939,AlAs,Al1 As1,"Full Formula (Al1 As1)
Reduced Formula: AlAs
abc   :   2.723964   2.723964   5.348365
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Al      0    0  0.5        -0
  1  As      0    0  0          -0",0.0,True,False,4.263957747543094,19.842380327520384,0.3666862778364657,1.0,2.0,0.5046357103131475
14,mp-988940,AlAs,Al1 As1,"Full Formula (Al1 As1)
Reduced Formula: AlAs
abc   :   3.745482   3.745482   3.745482
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Al    0.5  0.5  0.5        -0
  1  As    0    0    0          -0",0.0,True,False,4.554370687206563,18.5771157286104,0.3916608311002976,1.0,2.0,0.5235987755982988
15,mp-988945,AlAs,Al8 As8,"Full Formula (Al8 As8)
Reduced Formula: AlAs
abc   :   7.022530   7.022530   7.022530
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Al    0.341499  0.341499  0.341499         0
  1  Al    0.158501  0.658501  0.841499         0
  2  Al    0.841499  0.158501  0.658501         0
  3  Al    0.658501  0.841499  0.158501         0
  4  Al    0.658501  0.658501  0.658501         0
  5  Al    0.841499  0.341499  0.158501         0
  6  Al    0.158501  0.841499  0.341499         0
  7  Al    0.341499  0.158501  0.841499         0
  8  As    0.141202  0.141202  0.141202        -0
  9  As    0.358798  0.858798  0.641202        -0
 10  As    0.641202  0.358798  0.858798        -0
 11  As    0.858798  0.641202  0.358798        -0
 12  As    0.858798  0.858798  0.858798        -0
 13  As    0.641202  0.141202  0.358798        -0
 14  As    0.358798  0.641202  0.141202        -0
 15  As    0.141202  0.358798  0.641202        -0",0.3385000000000007,True,False,3.90882147248744,21.645161315946766,0.3361457315799039,1.0,16.0,0.34980323440295896
16,mp-1182888,AlAs2,Al8 As16,"Full Formula (Al8 As16)
Reduced Formula: AlAs2
abc   :   9.471791   9.471791   9.471791
angles: 130.875574 121.770270  79.575876
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Al    0.502098  0.551744  0.300884         0
  1  Al    0.997902  0.298786  0.049647         0
  2  Al    0.749139  0.948256  0.450353         0
  3  Al    0.750861  0.201214  0.199116         0
  4  Al    0.497902  0.448256  0.699116         0
  5  Al    0.002098  0.701214  0.950353         0
  6  Al    0.250861  0.051744  0.549647         0
  7  Al    0.249139  0.798786  0.800884         0
  8  As    0.5       0.5       0                0
  9  As    0         0         0                0
 10  As    0.5       0         0.5              0
 11  As    0         0.5       0.5              0
 12  As    0.25      0.583379  0.333379         0
 13  As    0.75      0.916621  0.166621         0
 14  As    0.75      0.416621  0.666621         0
 15  As    0.25      0.083379  0.833379         0
 16  As    0.801033  0.75      0.551033         0
 17  As    0.698967  0.25      0.948967         0
 18  As    0.198967  0.25      0.448967         0
 19  As    0.301033  0.75      0.051033         0
 20  As    0.506321  0.256321  0.25             0
 21  As    0.993679  0.243679  0.75             0
 22  As    0.493679  0.743679  0.75             0
 23  As    0.006321  0.756321  0.25             0",0.0,True,False,4.446616546123786,22.011071664708894,0.3168478693032494,2.2516291673878226,54.039100017307746,0.3734719282972952
17,mp-1191099,AlAs2,Al8 As16,"Full Formula (Al8 As16)
Reduced Formula: AlAs2
abc   :   9.107415   9.107415   9.107415
angles:  87.765045 113.941190 129.286512
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Al    0.168041  0.929635  0.493564    -0
  1  Al    0.43607   0.174476  0.006436    -0
  2  Al    0.06393   0.570365  0.238406    -0
  3  Al    0.331959  0.325524  0.261594    -0
  4  Al    0.831959  0.070365  0.506436    -0
  5  Al    0.56393   0.825524  0.993564    -0
  6  Al    0.93607   0.429635  0.761594    -0
  7  Al    0.668041  0.674476  0.738406    -0
  8  As    0.5       0         0.5          0.001
  9  As    0.5       0.5       0           -0.002
 10  As    0         0.5       0.5          0.001
 11  As    0         0         0           -0.002
 12  As    0.122161  0.872161  0.75        -0.001
 13  As    0.377839  0.627839  0.25        -0.001
 14  As    0.877839  0.127839  0.25        -0.001
 15  As    0.622161  0.372161  0.75        -0.001
 16  As    0.933421  0.75      0.183421    -0.001
 17  As    0.566579  0.25      0.316579     0
 18  As    0.066579  0.25      0.816579    -0.001
 19  As    0.433421  0.75      0.683421     0
 20  As    0.25      0.251398  0.501398    -0
 21  As    0.75      0.248602  0.998602    -0
 22  As    0.75      0.748602  0.498602    -0
 23  As    0.25      0.751398  0.001398    -0",0.0,True,False,4.620535210672565,21.18256673732053,0.3292406083044083,2.2516291673878226,54.039100017307746,0.4004786800877758
18,mp-1018100,AlSb,Al2 Sb2,"Full Formula (Al2 Sb2)
Reduced Formula: AlSb
abc   :   4.361821   4.361818   7.175697
angles:  90.000037  89.999979 120.000098
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Al    0.666666  0.333333  0.500378        -0
  1  Al    0.333334  0.666668  0.000378        -0
  2  Sb    0.666667  0.333334  0.874722         0
  3  Sb    0.333334  0.666666  0.374722         0",0.9179000000000004,True,False,4.178128601351843,29.557627258239172,0.35441412843702075,1.0,4.0,0.3390208051952559
19,mp-1023918,AlSb,Al2 Sb2,"Full Formula (Al2 Sb2)
Reduced Formula: AlSb
abc   :   4.313191   4.313191   5.218031
angles:  90.000000  90.000000  97.485518
pbc   :       True       True       True
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Al    0.625944  0.374056  0.75         0
  1  Al    0.374056  0.625944  0.25         0
  2  Sb    0.195299  0.804701  0.75         0
  3  Sb    0.804701  0.195299  0.25         0",0.0,True,False,5.13244606627408,24.061737082294965,0.43536510550201796,1.0,4.0,0.4739661846796055
20,mp-1228806,AlSb,Al1 Sb1,"Full Formula (Al1 Sb1)
Reduced Formula: AlSb
abc   :   4.163172   4.163172   4.163172
angles:  98.493947  98.493947 134.796443
pbc   :       True       True       True
Sites (2)
  #  SP       a     b    c    magmom
---  ----  ----  ----  ---  --------
  0  Al    0.75  0.25  0.5        -0
  1  Sb    0     0     0          -0",0.0,True,False,5.225053136605902,23.635275011952587,0.4432205970989351,1.0,2.0,0.503716793159273
21,mp-15621,AlSb,Al8 Sb8,"Full Formula (Al8 Sb8)
Reduced Formula: AlSb
abc   :   7.612633   7.612633   7.612633
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Al    0.343055  0.343055  0.343055     0
  1  Al    0.156945  0.656945  0.843055     0
  2  Al    0.843055  0.156945  0.656945     0
  3  Al    0.656945  0.843055  0.156945     0
  4  Al    0.656945  0.656945  0.656945     0
  5  Al    0.843055  0.343055  0.156945     0
  6  Al    0.156945  0.843055  0.343055     0
  7  Al    0.343055  0.156945  0.843055     0
  8  Sb    0.140905  0.140905  0.140905     0.001
  9  Sb    0.359095  0.859095  0.640905     0.001
 10  Sb    0.640905  0.359095  0.859095     0.001
 11  Sb    0.859095  0.640905  0.359095     0.001
 12  Sb    0.859095  0.859095  0.859095     0.001
 13  Sb    0.640905  0.140905  0.359095     0.001
 14  Sb    0.359095  0.640905  0.140905     0.001
 15  Sb    0.140905  0.359095  0.640905     0.001",0.02210000000000001,True,False,4.478851613303173,27.573042935590227,0.3799232724464231,1.0,16.0,0.35960168996642733
22,mp-2624,AlSb,Al1 Sb1,"Full Formula (Al1 Sb1)
Reduced Formula: AlSb
abc   :   4.373485   4.373485   4.373486
angles:  60.000006  60.000009  59.999998
pbc   :       True       True       True
Sites (2)
  #  SP        a     b     c    magmom
---  ----  -----  ----  ----  --------
  0  Al    -0     0     0            0
  1  Sb     0.25  0.25  0.25        -0",1.2255000000000003,False,True,4.175546636123753,29.57590433007101,0.35419511053611846,1.0,2.0,0.3400872209619766
23,mp-1184232,Ga3As,Ga3 As1,"Full Formula (Ga3 As1)
Reduced Formula: Ga3As
abc   :   4.309860   4.309860   4.309860
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ga    0    0.5  0.5     0.001
  1  Ga    0.5  0    0.5     0.001
  2  Ga    0.5  0.5  0       0.001
  3  As    0    0    0       0",0.0,True,False,5.892729052660709,20.01379732285631,0.4244439722546644,0.8112781244591328,3.2451124978365313,0.740480489693061
24,mp-10048,GaAs,Ga1 As1,"Full Formula (Ga1 As1)
Reduced Formula: GaAs
abc   :   2.715018   2.715018   5.463946
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ga      0    0  0.5     0.004
  1  As      0    0  0       0.008",0.0,True,False,5.9634762952565685,20.13825470085118,0.3866620671443281,1.0,2.0,0.5203492496182583
25,mp-1059094,GaAs,Ga1 As1,"Full Formula (Ga1 As1)
Reduced Formula: GaAs
abc   :   2.675063   2.822100   5.269478
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (2)
  #  SP      a         b    c    magmom
---  ----  ---  --------  ---  --------
  0  Ga      0  0.350613  0.5         0
  1  As      0  0.999387  0           0",0.0,False,False,6.037780401742242,19.89042272913921,0.39147982410161086,1.0,2.0,0.5039142647764658
26,mp-1232355,GaAs,Ga8 As8,"Full Formula (Ga8 As8)
Reduced Formula: GaAs
abc   :   9.189309   9.189309   9.295523
angles:  71.355248  71.355248  73.873185
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0.136696  0.136696  0.21854      0.038
  1  Ga    0.4751    0.4751    0.136058     0.013
  2  Ga    0.13848   0.467537  0.479239     0.014
  3  Ga    0.426097  0.70796   0.426702     0.106
  4  Ga    0.467537  0.13848   0.479239     0.014
  5  Ga    0.70796   0.426097  0.426702     0.106
  6  Ga    0.425833  0.425833  0.720069     0.118
  7  Ga    0.715877  0.715877  0.683813     0.013
  8  As    0.294857  0.294857  0.305473     0.01
  9  As    0.619094  0.619094  0.202163     0.021
 10  As    0.200412  0.608291  0.626393     0.029
 11  As    0.533024  0.866874  0.516275     0.058
 12  As    0.608291  0.200412  0.626393     0.029
 13  As    0.866874  0.533024  0.516275     0.058
 14  As    0.534201  0.534201  0.860788     0.063
 15  As    0.849669  0.849669  0.775884     0.722",0.0,True,False,2.7803012896995716,43.19460088059091,0.1802701965654458,3.5,56.0,0.1724712062825789
27,mp-1244899,GaAs,Ga50 As50,"Full Formula (Ga50 As50)
Reduced Formula: GaAs
abc   :  12.963010  12.842174  14.579842
angles:  94.317600  92.616434  85.349129
pbc   :       True       True       True
Sites (100)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ga    0.951593  0.591938  0.223555        -0
  1  Ga    0.819737  0.777886  0.658204        -0
  2  Ga    0.507578  0.080402  0.528944        -0
  3  Ga    0.232101  0.924538  0.947703        -0
  4  Ga    0.273185  0.720255  0.888512        -0
  5  Ga    0.728245  0.428556  0.307406         0
  6  Ga    0.894913  0.305273  0.535351        -0
  7  Ga    0.638409  0.591378  0.095318        -0
  8  Ga    0.361147  0.168653  0.629311        -0
  9  Ga    0.742897  0.418018  0.737517        -0
 10  Ga    0.829542  0.064593  0.523495        -0
 11  Ga    0.857052  0.764285  0.178674        -0
 12  Ga    0.669317  0.177726  0.621425        -0
 13  Ga    0.066089  0.918748  0.442735         0
 14  Ga    0.624491  0.503276  0.610983        -0
 15  Ga    0.305945  0.659397  0.359938         0
 16  Ga    0.536013  0.437006  0.257722        -0
 17  Ga    0.529509  0.753751  0.513459        -0
 18  Ga    0.9402    0.56156   0.627187        -0
 19  Ga    0.822366  0.142854  0.36041         -0
 20  Ga    0.355026  0.489934  0.802924        -0
 21  Ga    0.012698  0.962318  0.243342         0
 22  Ga    0.130248  0.709436  0.452976        -0
 23  Ga    0.267268  0.581021  0.188222        -0
 24  Ga    0.047902  0.320953  0.012952        -0
 25  Ga    0.630642  0.389759  0.061888        -0
 26  Ga    0.385501  0.852458  0.808912        -0
 27  Ga    0.678285  0.96685   0.626827        -0
 28  Ga    0.360281  0.850795  0.349771        -0
 29  Ga    0.664434  0.874799  0.466107        -0
 30  Ga    0.577151  0.811642  0.906943         0
 31  Ga    0.569614  0.254701  0.762544        -0
 32  Ga    0.837746  0.677193  0.39644         -0
 33  Ga    0.540761  0.698298  0.334675        -0
 34  Ga    0.859366  0.462896  0.444386        -0
 35  Ga    0.249342  0.581611  0.009143        -0
 36  Ga    0.478507  0.645957  0.84124         -0
 37  Ga    0.733842  0.73971   0.022163        -0
 38  Ga    0.123312  0.369987  0.349085        -0
 39  Ga    0.136589  0.482882  0.588905        -0
 40  Ga    0.166221  0.190631  0.633724        -0
 41  Ga    0.167135  0.318735  0.881488        -0
 42  Ga    0.300296  0.875204  0.643251        -0
 43  Ga    0.173807  0.207067  0.108081         0
 44  Ga    0.886849  0.086989  0.710755        -0
 45  Ga    0.935411  0.438121  0.868333        -0
 46  Ga    0.795198  0.00333   0.840999        -0
 47  Ga    0.899118  0.213876  0.016626        -0
 48  Ga    0.431785  0.225347  0.426031        -0
 49  Ga    0.664523  0.85194   0.197297        -0
 50  As    0.817349  0.607522  0.762555        -0
 51  As    0.399447  0.922463  0.511885         0
 52  As    0.332812  0.668907  0.609396         0
 53  As    0.898824  0.043008  0.101958         0
 54  As    0.835293  0.9362    0.297395         0
 55  As    0.306857  0.089778  0.017751        -0
 56  As    0.464611  0.600476  0.187691        -0
 57  As    0.131175  0.792785  0.220079        -0
 58  As    0.993477  0.232335  0.390113        -0
 59  As    0.548291  0.905904  0.32624          0
 60  As    0.880912  0.698113  0.905686         0
 61  As    0.271156  0.911438  0.19936          0
 62  As    0.51691   0.668543  0.667085         0
 63  As    0.323392  0.405919  0.942763        -0
 64  As    0.61733   0.949298  0.785993        -0
 65  As    0.161593  0.07832   0.238314        -0
 66  As    0.734584  0.175901  0.934943         0
 67  As    0.906617  0.286668  0.705467         0
 68  As    0.577959  0.120358  0.184544        -0
 69  As    0.227621  0.378538  0.205835        -0
 70  As    0.15339   0.112605  0.410811         0
 71  As    0.019564  0.550052  0.382067         0
 72  As    0.053468  0.732192  0.613343         0
 73  As    0.864026  0.861897  0.449401         0
 74  As    0.712581  0.260567  0.475672         0
 75  As    0.321672  0.521194  0.486899        -0
 76  As    0.020292  0.781011  0.076947         0
 77  As    0.794943  0.336887  0.153362        -0
 78  As    0.676117  0.352406  0.883576         0
 79  As    0.08557   0.353265  0.72083          0
 80  As    0.522908  0.109095  0.858391        -0
 81  As    0.756811  0.616992  0.537614         0
 82  As    0.403617  0.308537  0.257596        -0
 83  As    0.480228  0.400752  0.528775         0
 84  As    0.360104  0.054124  0.77428         -0
 85  As    0.942668  0.486156  0.071339         0
 86  As    0.042887  0.041281  0.601306         0
 87  As    0.484467  0.262452  0.100113         0
 88  As    0.717723  0.623203  0.266066         0
 89  As    0.762134  0.162511  0.196517        -0
 90  As    0.040386  0.925901  0.977373        -0
 91  As    0.042878  0.602826  0.983006        -0
 92  As    0.219636  0.619315  0.731084         0
 93  As    0.210308  0.11771   0.868395        -0
 94  As    0.945834  0.852683  0.834276         0
 95  As    0.768449  0.942261  0.007167         0
 96  As    0.238177  0.277561  0.47082          0
 97  As    0.419624  0.352266  0.68089          0
 98  As    0.11636   0.896896  0.697696         0
 99  As    0.593514  0.96338   0.066691         0",0.0034999999999998366,True,False,4.982356324436609,24.103857033939665,0.32304784999122566,6.6438561897747395,664.385618977474,0.3530087050998929
